"alpha","spec","ID","pi","SegSites","TajD","HapNum","Fixed","Singletons","Doubletons","H1","H2","H2.H1","H12","Freq","Singletons.Fixed","ehh","ihh"
"1500","98","865","0.378496240601504","18","-2.12000633844141","15","4982","6","5","0.766","0.00474375000000005","0.00619288511749353","0.879425","0.9825","0.00120433560818948","0.89364257153243","4911.41059744508"
"1500","98","866","0.774749373433584","29","-2.18659170732874","25","4971","10","5","0.5414375","0.01218125","0.0224979799145793","0.66875","0.975","0.0020116676725005","0.761683475051084","4410.83304330631"
"1500","98","867","0.982130325814536","45","-2.38732769611597","24","4955","13","5","0.7636875","0.00243125","0.00318356657664293","0.8422125","0.9725","0.00262361251261352","0.894700924919831","4840.40389049373"
"1500","98","868","0.728320802005012","27","-2.16091324313445","14","4973","4","2","0.879325","0.000418750000000023","0.000476217553236884","0.9027625","0.985","0.000804343454655138","0.95249996770902","4889.07432092068"
"1500","98","869","0.725325814536341","33","-2.30651877997818","21","4967","13","8","0.8471375","0.000737499999999947","0.000870578861164742","0.8885375","0.9725","0.00261727400845581","0.947035751199216","4876.58658866244"
"1500","98","870","0.387744360902256","34","-2.50263291865584","15","4966","12","11","0.898","0.000243749999999987","0.000271436525612458","0.9122125","0.98","0.00241643173580346","0.967156427788507","4941.88783991858"
"1500","98","871","0.17437343358396","19","-2.33416132135483","12","4981","11","1","0.9265625","0.000156249999999969","0.000168634064080911","0.941","0.99","0.00220839188917888","0.972535481396241","4899.6733857563"
"1500","98","872","0.430112781954887","27","-2.35140250200273","22","4973","10","4","0.797525","0.000968749999999963","0.00121469546409199","0.8376875","0.9725","0.00201085863663784","0.915398987623566","4906.2412742162"
"1500","98","873","1.91943609022556","32","-1.62761679960605","17","4968","3","3","0.692075","0.01145","0.0165444496622475","0.865325","0.9775","0.000603864734299517","0.858685815463309","4638.70600039347"
"1500","98","874","1.17675438596491","11","-0.658483974920654","10","4989","1","1","0.4463875","0.1707625","0.382543193973846","0.8795125","0.9825","0.000200440970134295","0.726093108999325","3944.26561769746"
"1500","98","875","0.376190476190476","24","-2.31565125463533","15","4976","8","4","0.85165","0.000643750000000054","0.000755885633769805","0.879325","0.9825","0.00160771704180064","0.939982863374357","4855.51367035364"
"1500","98","876","2.66081453634085","33","-1.26819544848474","20","4967","9","2","0.42845","0.20519375","0.478921110981445","0.8560625","0.9775","0.00181195892893094","0.702996917830677","3801.78882549675"
"1500","98","877","0.124147869674185","13","-2.15766224139954","11","4987","10","1","0.9266375","0.000231250000000016","0.000249558214512165","0.9507","0.9925","0.00200521355524363","0.957821285906928","4908.31449253238"
"1500","98","878","0.529135338345865","25","-2.23621283210119","15","4975","6","4","0.8257875","0.00223125000000002","0.00270196630489081","0.9074625","0.9925","0.00120603015075377","0.917614431468336","4845.47311910032"
"1500","98","879","0.186215538847118","13","-2.08547995333006","12","4987","7","3","0.84825","0.00185000000000002","0.00218096080165048","0.92185","0.995","0.00140364948867054","0.922464969684696","4813.61181220966"
"1500","98","880","1.08136591478697","29","-2.00245310513279","14","4971","9","3","0.82935","0.00124999999999997","0.00150720443720983","0.8794","0.975","0.00181050090525045","0.930011205589612","4762.97261881221"
"1500","98","881","0.598358395989975","30","-2.31477500270105","12","4970","3","4","0.893375","0.000349999999999961","0.000391772771792317","0.912275","0.9775","0.000603621730382294","0.96711259754738","4923.60594793101"
"1500","98","882","0.473984962406015","30","-2.38729961618321","19","4970","14","6","0.8652875","0.000387499999999985","0.000447828034034913","0.8838875","0.975","0.0028169014084507","0.954399841803441","4893.46843978643"
"1500","98","883","0.461604010025063","22","-2.19552178432705","16","4978","9","2","0.8470375","0.000637499999999958","0.000752623112908174","0.8700375","0.9725","0.00180795500200884","0.947035751199216","4850.69484271062"
"1500","98","884","0.805325814536341","26","-2.08076914996326","16","4974","8","5","0.760575","0.00367499999999998","0.00483187062419878","0.843225","0.97","0.00160836349014877","0.902900982977703","4779.81500572738"
"1500","98","885","0.77609022556391","28","-2.15892144282857","14","4972","4","1","0.7947875","0.00268749999999995","0.00338140697985305","0.8793375","0.965","0.00080450522928399","0.925435704192181","4880.77856806406"
"1500","98","886","0.370676691729323","26","-2.36755347331524","14","4974","15","6","0.7702","0.004575","0.00594001558036873","0.879575","0.9975","0.00301568154402895","0.883798692711679","4609.03557889699"
"1500","98","887","0.618333333333333","33","-2.3639165773799","20","4967","8","4","0.8468375","0.00043749999999998","0.000516628042570127","0.8652375","0.975","0.00161063015904973","0.936985037242107","4835.14253509986"
"1500","98","888","0.256353383458647","13","-2.00391236473226","13","4987","8","1","0.8215625","0.00253749999999997","0.00308862685431719","0.9075375","0.9725","0.00160417084419491","0.933327591233138","4879.11444889089"
"1500","98","889","0.503007518796992","26","-2.28024073136347","16","4974","8","5","0.8932625","0.000237500000000002","0.000265879290801978","0.9074375","0.9775","0.00160836349014877","0.964515705947931","4934.03938618926"
"1500","98","890","3.11586466165414","39","-1.30570058061105","21","4961","14","6","0.4468","0.092775","0.207643240823635","0.806775","0.985","0.00282201169119129","0.706177910386071","4291.38034254272"
"1500","98","891","0.91765664160401","32","-2.17975396760264","15","4968","8","3","0.874625","0.000399999999999956","0.000457338859511169","0.893325","0.985","0.00161030595813205","0.950317097428346","4865.15298174914"
"1500","98","892","0.282543859649123","21","-2.3037612170761","16","4979","8","7","0.87465","0.000425000000000009","0.000485908649173965","0.898025","0.985","0.00160674834304077","0.94994252205474","4844.5630384521"
"1500","98","893","0.306516290726817","23","-2.34002895706779","13","4977","12","3","0.8703125","0.000756250000000014","0.000868940754039513","0.912275","0.99","0.00241109101868596","0.943006009461706","4880.31985040276"
"1500","98","894","1.07699248120301","23","-1.7758381255167","22","4977","4","5","0.463175","0.05036875","0.108746694014142","0.745875","0.97","0.000803697006228652","0.731865526519087","3851.58528463731"
"1500","98","895","0.307869674185464","22","-2.31238349988564","13","4978","6","6","0.9169875","0.000181250000000022","0.000197658092394958","0.93135","0.985","0.00120530333467256","0.972274964157012","4923.80210149701"
"1500","98","896","0.738483709273183","24","-2.05973552971791","17","4976","2","7","0.8336125","0.000956249999999992","0.00114711571623505","0.8792375","0.9725","0.000401929260450161","0.939608565446691","4858.57857180717"
"1500","98","897","1.21578947368421","20","-1.50568688178275","15","4980","5","1","0.6976125","0.00871250000000001","0.0124890250676414","0.8428625","0.9875","0.00100401606425703","0.850035340230033","4397.2826575853"
"1500","98","898","0.484812030075188","24","-2.23892345194486","12","4976","6","4","0.9123","0.000275000000000025","0.000301435931163022","0.9314","0.9825","0.00120578778135048","0.962344861608766","4931.83359947032"
"1500","98","899","0.243245614035088","20","-2.306076581958","13","4980","9","4","0.8934","0.000375000000000014","0.000419744795164556","0.917025","0.98","0.00180722891566265","0.964905527428363","4945.74894305548"
"1500","98","900","0.990200501253133","36","-2.23123404262502","18","4964","11","8","0.6859875","0.00536250000000005","0.00781719783523759","0.7808625","0.98","0.00221595487510073","0.848269742679681","4643.99865598413"
"1500","98","901","0.723145363408521","35","-2.3460852002977","17","4965","9","8","0.869975","0.000418750000000023","0.000481335670565273","0.8932875","0.9875","0.00181268882175227","0.945241919938315","4852.82660798047"
"1500","98","902","0.391215538847118","28","-2.39718503884853","17","4972","11","6","0.893275","0.000249999999999972","0.000279869021298002","0.912175","0.9725","0.00221238938053097","0.972013887048472","4928.23807409959"
"1500","98","903","1.02764411027569","31","-2.09254489160912","19","4969","3","7","0.7800875","0.00128125000000001","0.00164244395660745","0.8242125","0.9775","0.000603743207888911","0.898557282444751","4654.81470916126"
"1500","98","904","1.35758145363409","32","-1.93728658600488","20","4968","13","7","0.632975","0.00887499999999997","0.0140210908803665","0.759375","0.9825","0.00261674718196457","0.815924079555486","4361.61035597445"
"1500","98","905","1.59159147869674","26","-1.5619859415332","23","4974","9","3","0.4382125","0.1018125","0.232335910089283","0.8065125","0.9725","0.00180940892641737","0.725889804680253","4523.32789600615"
"1500","98","906","0.781077694235589","35","-2.31657831009746","14","4965","3","4","0.879275","0.000368750000000029","0.000419379602513467","0.898025","0.98","0.000604229607250755","0.957141552273083","4879.25737903857"
"1500","98","907","0.691553884711779","42","-2.46880078725212","20","4958","19","1","0.8423","0.000493749999999959","0.000586192567968609","0.86065","0.975","0.00383219039935458","0.941981411904291","4852.174115088"
"1500","98","908","0.345588972431078","21","-2.25393679560512","9","4979","6","5","0.9172875","0.000481249999999989","0.000524644672471813","0.9555875","0.9825","0.00120506125728058","0.97492470270551","4973.54654800852"
"1500","98","909","0.275488721804511","16","-2.13300074972973","14","4984","8","2","0.861025","0.000768749999999985","0.000892831218605714","0.9027625","0.985","0.00160513643659711","0.942767466191343","4827.35646013356"
"1500","98","910","0.370112781954887","19","-2.16610722991501","12","4981","6","3","0.902825","0.00032500000000002","0.000359981170215734","0.926575","0.98","0.00120457739409757","0.96966177775458","4907.65533822225"
"1500","98","911","0.789887218045113","41","-2.41202557618565","24","4959","12","9","0.745975","0.00206874999999995","0.00277321626059848","0.8020375","0.985","0.00241984271022384","0.880323168132677","4683.83180919905"
"1500","98","912","0.316115288220551","14","-1.99271645172869","9","4986","2","1","0.9218875","0.000287499999999996","0.000311860178167071","0.9410875","0.9825","0.000401123144805455","0.977391338214675","4958.13596354572"
"1500","98","913","0.597355889724311","33","-2.37517025656127","18","4967","13","2","0.8791875","0.000281250000000011","0.00031989763275753","0.89325","0.985","0.00261727400845581","0.952396636571473","4837.16000826649"
"1500","98","914","0.519786967418546","33","-2.41678332354612","25","4967","6","14","0.788425","0.000768749999999985","0.00097504518502075","0.8106125","0.985","0.0012079726192873","0.901189599721006","4678.17691582387"
"1500","98","915","0.438107769423559","20","-2.14570781238585","16","4980","7","1","0.816075","0.00156875000000001","0.00192231106209602","0.87925","0.98","0.00140562248995984","0.923247559893523","4758.00732684378"
"1500","98","916","0.525025062656642","22","-2.14731204007844","13","4978","5","6","0.8839625","0.000362500000000043","0.000410085269454353","0.9027625","0.98","0.00100441944556047","0.959875254449606","4870.18636802547"
"1500","98","917","0.719110275689223","36","-2.3659061428039","21","4964","10","5","0.6683375","0.00411249999999996","0.0061533282211457","0.7335375","0.98","0.00201450443190975","0.838222245419907","4541.13153739757"
