"mf","s","pi.sel.98","SegSites.sel.98","TajD.sel.98","HapNum.sel.98","Fixed.sel.98","Singletons.sel.98","Doubletons.sel.98","H1.sel.98","H2.sel.98","H2.H1.sel.98","H12.sel.98","Freq.sel.98","Singletons.Fixed.sel.98","ehh.sel.98","ihh.sel.98","seed","ID"
1.66666666666667e-05,9162,0.277368421052632,17,-2.1727112685027,15,4983,6,2,0.8793375,0.000431249999999994,0.000490426030960802,0.9074625,0.98,0.00120409391932571,0.957180698366303,4931.16175818153,7804799,1
1.66666666666667e-05,9162,0.238345864661654,21,-2.3386908005641,11,4979,11,3,0.931375,0.000149999999999983,0.00016105220775733,0.94585,0.9825,0.00220927897168106,0.982266188918315,4958.50738692424,3449501,2
1.66666666666667e-05,9162,0.381115288220551,22,-2.25670557948786,16,4978,6,4,0.893325,0.000299999999999967,0.000335824028209181,0.91695,0.975,0.00120530333467256,0.969507613209413,4939.15299584734,6227077,3
1.66666666666667e-05,9162,1.25518796992481,30,-1.93176466359096,20,4970,9,1,0.7158,0.00599375000000002,0.00837349818385026,0.8379625,0.9775,0.00181086519114688,0.87287035215424,4471.43399567185,6965398,4
1.66666666666667e-05,9162,0.375964912280702,19,-2.16108282141933,10,4981,5,1,0.907625,0.000368750000000029,0.000406280126704342,0.9314375,0.9875,0.00100381449508131,0.965019597763927,4928.16435134614,8292588,5
1.66666666666667e-05,9162,0.789711779448622,28,-2.15048877493961,16,4972,7,1,0.8885875,0.000281250000000011,0.000316513567881622,0.902725,0.975,0.00140788415124698,0.966989651308417,4922.57407553886,9577055,6
1.66666666666667e-05,9162,0.514786967418546,32,-2.40179817232509,13,4968,13,2,0.8886625,0.000356249999999947,0.000400883349978138,0.9075125,0.985,0.00261674718196457,0.957369447565906,4910.68241174875,113952,19
1.66666666666667e-05,9162,0.268295739348371,21,-2.31502147690765,18,4979,8,4,0.8287875,0.000687499999999952,0.000829525059197867,0.8560875,0.99,0.00160674834304077,0.918520649533308,4809.02506712697,2575030,12
1.66666666666667e-05,9162,0.416691729323308,29,-2.40162327020861,15,4971,9,7,0.8933,0.000275000000000025,0.000307847307735392,0.9122,0.985,0.00181050090525045,0.959817103886542,4921.8416579481,6586134,14
1.66666666666667e-05,9162,0.518233082706767,24,-2.21531557818211,14,4976,5,2,0.879325,0.000418750000000023,0.000476217553236884,0.9027625,0.98,0.0010048231511254,0.957161125319693,4883.65432042382,9350263,15
1.66666666666667e-05,9162,0.776127819548872,27,-2.13037508611539,12,4973,4,3,0.8476125,0.00121249999999995,0.00143048857821227,0.9028125,0.975,0.000804343454655138,0.944802583877134,4803.35460417903,2053704,17
1.66666666666667e-05,9162,0.497844611528822,17,-1.96544287424733,11,4983,4,2,0.8842625,0.00066250000000001,0.00074921191388305,0.9218625,0.9725,0.000802729279550472,0.967091140381099,4907.00096732303,5873912,20
1.66666666666667e-05,9162,0.399962406015038,23,-2.27160186984386,11,4977,8,5,0.921775,0.000175000000000036,0.000189851102492513,0.931375,0.9725,0.0016073940124573,0.987186282564334,4961.40252564069,2522738,10
1.66666666666667e-05,9162,0.395739348370927,23,-2.27469425664746,16,4977,7,5,0.8839125,0.000312500000000049,0.000353541781567801,0.9027125,0.98,0.00140646976090014,0.959588183099327,4901.75588496268,6317045,16
1.66666666666667e-05,9162,0.371390977443609,23,-2.29252365593351,14,4977,9,1,0.9074875,0.000231250000000016,0.00025482444661774,0.921775,0.98,0.00180831826401447,0.972180176418393,4919.01299650295,8369260,13
1.66666666666667e-05,9162,0.297518796992481,23,-2.34661748444164,16,4977,12,2,0.8700875,0.000531249999999983,0.000610570775927689,0.8980625,0.9825,0.00241109101868596,0.949914316871787,4859.40206158799,4897859,11
1.66666666666667e-05,9162,0.332167919799499,24,-2.34674779026658,14,4976,10,5,0.926525,0.000118749999999945,0.000128167075901832,0.93615,0.98,0.0020096463022508,0.982208100631557,4970.05332350332,3141994,7
1.66666666666667e-05,9162,0.188521303258145,14,-2.13275626959086,9,4986,7,1,0.9314625,0.000237500000000002,0.000254975374746704,0.9507625,0.9925,0.00140393100681909,0.972527542426787,4929.60301376485,284590,8
1.66666666666667e-05,9162,0.656228070175439,31,-2.30302006178072,13,4969,4,8,0.8472875,0.000887500000000041,0.00104746027765079,0.8886875,0.9725,0.000804990943851882,0.947055627699891,4873.91553812313,165528,18
