"mf","s","pi.sel.98","SegSites.sel.98","TajD.sel.98","HapNum.sel.98","Fixed.sel.98","Singletons.sel.98","Doubletons.sel.98","H1.sel.98","H2.sel.98","H2.H1.sel.98","H12.sel.98","Freq.sel.98","Singletons.Fixed.sel.98","ehh.sel.98","ihh.sel.98","seed","ID"
1.66666666666667e-05,600,0.942543859649123,24,-1.91559206651859,19,4976,5,2,0.7409875,0.00568124999999997,0.00766713338619069,0.865325,0.9925,0.0010048231511254,0.870983131058698,4638.39577131517,2824185,56
1.66666666666667e-05,600,0.543208020050125,33,-2.40421873191532,23,4967,10,10,0.766675,0.00105,0.00136955033097466,0.792925,0.99,0.00201328769881216,0.885698759749393,4676.01565017261,8451291,66
1.66666666666667e-05,600,0.608984962406015,31,-2.32979192964221,22,4969,16,3,0.700975,0.00375000000000003,0.00534969150112348,0.77195,0.985,0.00321996377540753,0.850860877539686,4654.13908371114,3970171,63
1.66666666666667e-05,600,0.646115288220551,24,-2.12498248791258,16,4976,5,2,0.8156375,0.00113125000000003,0.00138695192410848,0.8517375,0.9825,0.0010048231511254,0.920587318897024,4778.14790076336,1503850,64
1.66666666666667e-05,600,0.719774436090226,29,-2.21960691281482,20,4971,11,5,0.5746,0.0121,0.021058127392969,0.7246,0.9825,0.00221283443975055,0.785480604455523,4599.62704471101,5295892,65
1.66666666666667e-05,600,2.09286967418546,44,-1.91213027685259,27,4956,8,7,0.43585,0.01659375,0.0380721578524722,0.56535,0.9825,0.00161420500403551,0.701959027885964,4424.29845640546,3874407,62
1.66666666666667e-05,600,0.718984962406015,29,-2.22008103133446,24,4971,9,3,0.691975,0.00307500000000005,0.00444380216048275,0.758375,0.9675,0.00181050090525045,0.863182980546518,4683.7360592307,3997244,67
1.66666666666667e-05,600,1.47989974937343,32,-1.86987007282263,21,4968,7,3,0.5724875,0.01373125,0.0239852398523985,0.7294625,0.98,0.00140901771336554,0.781936687718566,4279.36331489117,4178058,58
1.66666666666667e-05,600,2.09080200501253,44,-1.91298848684737,33,4956,12,6,0.4578,0.00890000000000002,0.0194408038444736,0.5516,0.97,0.00242130750605327,0.696888569221343,4432.30912517648,6349712,68
1.66666666666667e-05,600,0.876829573934837,24,-1.96201114788786,17,4976,5,2,0.7123875,0.00258124999999998,0.00362337913003805,0.7629375,0.98,0.0010048231511254,0.859263270525602,4638.47477034292,9948332,73
1.66666666666667e-05,600,1.55923558897243,37,-1.97551858539559,20,4963,15,3,0.4076625,0.09685625,0.237589304878423,0.7477375,0.99,0.00302236550473504,0.679075565784427,4045.06444828027,9311781,70
1.66666666666667e-05,600,0.705125313283208,38,-2.40562078869859,24,4962,12,7,0.71645,0.00242500000000001,0.00338474422499827,0.779825,0.98,0.00241837968561064,0.868005898011379,4695.32170259408,1050711,71
1.66666666666667e-05,600,0.619348370927318,36,-2.41546582428701,17,4964,10,9,0.7564375,0.00388124999999995,0.00513095926629754,0.8562,0.9825,0.00201450443190975,0.888482110401412,4852.34136288103,7692487,74
1.66666666666667e-05,600,1.05525062656642,27,-1.9520770757766,16,4973,10,2,0.772025,0.00201874999999996,0.00261487646125444,0.83345,0.975,0.00201085863663784,0.904066969876739,4812.12475776152,625727,69
1.66666666666667e-05,600,2.92828320802005,43,-1.5336864074624,28,4957,12,8,0.317975,0.149875,0.471342086642032,0.631625,0.9825,0.00242081904377648,0.618255699226255,4154.97855325336,3442076,72
1.66666666666667e-05,600,1.15265664160401,31,-2.0217024104987,18,4969,5,5,0.7671625,0.00153749999999997,0.00200413862773528,0.8152875,0.98,0.00100623867981485,0.896191085129704,4746.92593559163,6480790,61
1.66666666666667e-05,600,1.75179197994987,24,-1.34395754388992,15,4976,5,2,0.398575,0.05635,0.141378661481528,0.650125,0.9925,0.0010048231511254,0.66082741775437,3892.40820675266,1463772,75
1.66666666666667e-05,600,0.967593984962406,31,-2.12657427908718,22,4969,5,3,0.708025,0.00242500000000001,0.00342502030295542,0.771025,0.975,0.00100623867981485,0.862619471359831,4683.47172236504,7330004,77
1.66666666666667e-05,600,0.584624060150376,37,-2.44804353867131,23,4963,18,6,0.842275,0.000468750000000018,0.000556528449734372,0.8652125,0.975,0.00362683860568205,0.939529365236306,4834.77574319425,1243497,81
1.66666666666667e-05,600,0.642155388471178,27,-2.21595396860313,23,4973,9,7,0.6339125,0.00585625000000001,0.00923826237848285,0.7210875,0.9825,0.00180977277297406,0.814450589396064,4714.66762086514,1007905,80
1.66666666666667e-05,600,1.27286967418546,32,-1.98397602654498,17,4968,15,2,0.7006375,0.00341250000000004,0.00487056430750572,0.7716125,0.9775,0.00301932367149758,0.859039937045052,4552.2130828251,7591994,82
1.66666666666667e-05,600,0.791729323308271,19,-1.80412388122789,15,4981,8,1,0.634425,0.010325,0.0162745793435001,0.764775,0.9825,0.00160610319213009,0.793594537051462,4347.9830386353,9689193,76
1.66666666666667e-05,600,1.2621679197995,37,-2.11954713661263,23,4963,7,3,0.6553125,0.00325624999999996,0.00496900333810199,0.7118375,0.99,0.00141043723554302,0.823136427566807,4539.9113540468,15199,78
1.66666666666667e-05,600,0.480501253132832,26,-2.29509051209694,23,4974,7,9,0.7245125,0.00201249999999997,0.00277772985283204,0.7797625,0.9825,0.00140731805388018,0.847542452095342,4683.11073895207,4024382,79
1.66666666666667e-05,600,0.738295739348371,30,-2.23317476504308,16,4970,7,5,0.80245,0.00142500000000001,0.00177581157704531,0.851675,0.9775,0.00140845070422535,0.917981506984064,4819.60112138501,2349432,91
1.66666666666667e-05,600,1.43160401002506,47,-2.23832274993201,22,4953,6,10,0.72845,0.00169375000000005,0.00232514242569847,0.76255,0.9725,0.00121138703815869,0.874088993719026,4676.13561736411,5811530,86
1.66666666666667e-05,600,0.862556390977444,32,-2.21012282411962,23,4968,12,4,0.72865,0.00189375000000003,0.00259898442324851,0.771275,0.97,0.00241545893719807,0.883367963984123,4756.13908868111,5955434,94
1.66666666666667e-05,600,1.10303258145363,45,-2.33815564785923,26,4955,13,12,0.770825,0.000818749999999979,0.00106217364512046,0.7927625,0.97,0.00262361251261352,0.885385865366685,4763.25961666533,1610904,93
1.66666666666667e-05,600,0.728884711779449,19,-1.85807978830668,15,4981,7,2,0.762775,0.00587499999999996,0.00770214021172687,0.888925,0.9925,0.00140534029311383,0.883418568557108,4679.08049639977,2570103,89
1.66666666666667e-05,600,1.15545112781955,35,-2.12589729241798,24,4965,8,5,0.4686375,0.01638125,0.0349550558800779,0.6031375,0.9825,0.00161127895266868,0.725080490211352,4466.68178454588,9458252,84
1.66666666666667e-05,600,1.10058897243108,25,-1.8463178919682,26,4975,10,3,0.401025,0.028925,0.0721276728383517,0.574875,0.9725,0.00201005025125628,0.661112288977818,4354.2028198129,4081178,85
1.66666666666667e-05,600,0.428170426065163,20,-2.15388610397882,14,4980,8,3,0.78225,0.00344374999999997,0.00440236497283473,0.879325,0.9825,0.00160642570281125,0.902957366152568,4784.564521992,4628175,83
1.66666666666667e-05,600,0.738408521303258,33,-2.29950035640271,17,4967,11,13,0.742875,0.00327500000000003,0.00440854787144544,0.820275,0.9775,0.00221461646869338,0.886267951996852,4835.09172404748,5477449,90
1.66666666666667e-05,600,0.563032581453634,22,-2.11842048617486,16,4978,4,3,0.7763125,0.00191249999999998,0.0024635697608888,0.8335125,0.985,0.000803535556448373,0.897850712339029,4726.43841464202,9716873,87
1.66666666666667e-05,600,0.627355889724311,24,-2.13823370164443,14,4976,1,6,0.6669625,0.0108625,0.0162865228554829,0.8289625,0.9875,0.00020096463022508,0.8361369915826,4756.93190901497,7280772,92
1.66666666666667e-05,600,0.442957393483709,16,-1.96768480142379,11,4984,2,2,0.856325,0.000700000000000034,0.000817446647009061,0.884075,0.9875,0.000401284109149278,0.93788472659513,4869.01592238,8317055,88
1.66666666666667e-05,600,0.58280701754386,34,-2.40070397636545,13,4966,15,3,0.8841125,0.000512500000000027,0.000579677360064502,0.9170125,0.9775,0.00302053966975433,0.962299167158502,4932.51992917568,7099266,103
1.66666666666667e-05,600,1.11375939849624,44,-2.31852131638236,25,4956,8,10,0.662525,0.00236875000000003,0.00357533677974421,0.70315,0.9725,0.00161420500403551,0.822641984469827,4541.97279569608,5084730,96
1.66666666666667e-05,600,2.38639097744361,32,-1.37025161871169,25,4968,9,2,0.531925,0.00991874999999998,0.0186468957089815,0.647525,0.975,0.00181159420289855,0.724935732647815,4192.44385999604,1287403,95
1.66666666666667e-05,600,0.42906015037594,28,-2.37375665152133,20,4972,11,7,0.802225,0.00119999999999998,0.0014958396958459,0.85145,0.98,0.00221238938053097,0.913558901821598,4804.90196513388,4075316,110
1.66666666666667e-05,600,1.34810776942356,36,-2.0534330047103,28,4964,8,9,0.4505125,0.01820625,0.0404123082045448,0.59845,0.98,0.0016116035455278,0.695143274701185,4072.18998251474,8480960,104
1.66666666666667e-05,600,0.714172932330827,25,-2.10996423146956,17,4975,7,5,0.793675,0.00157499999999999,0.00198443947459602,0.842625,0.98,0.0014070351758794,0.910831723993945,4835.53945273762,623619,105
1.66666666666667e-05,600,1.08672932330827,43,-2.31407496771283,23,4957,13,8,0.806325,0.000818749999999979,0.0010154094192788,0.8377375,0.97,0.00262255396409118,0.919470417432537,4822.61128426437,4445807,97
1.66666666666667e-05,600,0.706942355889724,20,-1.92446078900119,18,4980,6,4,0.709225,0.00362499999999999,0.00511121294370614,0.784825,0.9775,0.00120481927710843,0.866725686930291,4778.3495376746,8345798,109
1.66666666666667e-05,600,0.515050125313283,27,-2.29714624295289,21,4973,8,6,0.6760875,0.00368749999999995,0.00545417567992302,0.7457875,0.9825,0.00160868690931028,0.841096744041128,4566.10844108636,4203331,101
1.66666666666667e-05,600,1.11987468671679,30,-2.01066852015322,24,4970,9,4,0.57975,0.00594375000000003,0.0102522639068564,0.6555,0.985,0.00181086519114688,0.78363105617339,4680.91995065938,4621506,98
1.66666666666667e-05,600,2.44820802005013,31,-1.2875354187584,25,4969,10,2,0.55535,0.00775000000000003,0.0139551634104619,0.62935,0.975,0.0020124773596297,0.731039483224573,4091.71906268539,4092507,99
1.66666666666667e-05,600,1.38661654135338,38,-2.08296618338159,21,4962,9,3,0.6317125,0.00761250000000002,0.0120505768051131,0.7502125,0.98,0.00181378476420798,0.817696643874941,4525.14157837048,2381761,108
1.66666666666667e-05,600,1.44872180451128,31,-1.85392730437251,24,4969,9,6,0.6841875,0.00356250000000002,0.00520690600164432,0.7501875,0.9675,0.00181122962366673,0.859648418149442,4628.67339438487,8543367,107
1.66666666666667e-05,600,0.783583959899749,35,-2.31530178445609,22,4965,16,7,0.5410875,0.0298625,0.0551897798415229,0.7770375,0.9925,0.00322255790533736,0.74764012925222,4767.45233188306,5971753,100
1.66666666666667e-05,600,1.19739348370927,36,-2.12830479081724,22,4964,15,4,0.6374875,0.00546250000000004,0.00856879546657783,0.7169875,0.975,0.00302175664786463,0.825509195175005,4458.26387845231,3778417,106
1.66666666666667e-05,600,0.575927318295739,30,-2.32785500855828,20,4970,12,4,0.7590125,0.00211249999999996,0.00278322162019725,0.8199125,0.9825,0.00241448692152917,0.891539440203562,4711.46267591006,4316633,102
1.66666666666667e-05,600,1.42687969924812,41,-2.13026686224113,20,4959,9,5,0.679425,0.00291874999999997,0.00429591198439853,0.728775,0.975,0.00181488203266788,0.842956957352844,4588.22111264913,6485488,113
1.66666666666667e-05,600,1.25367167919799,29,-1.8989748568005,22,4971,3,7,0.29015,0.11584375,0.399254695846976,0.5636125,0.9875,0.000603500301750151,0.583929833579644,4177.10398380775,9636342,115
1.66666666666667e-05,600,1.14328320802005,41,-2.25570913197827,24,4959,10,9,0.7244875,0.00198750000000003,0.0027433185527701,0.7712375,0.97,0.0020165355918532,0.880957137909907,4745.67786835025,525040,112
1.66666666666667e-05,600,0.588508771929825,20,-2.02192993634694,18,4980,8,3,0.559575,0.0303187500000001,0.0541817450743869,0.806925,0.985,0.00160642570281125,0.760898205913124,4566.8,8716746,114
1.66666666666667e-05,600,0.531804511278196,29,-2.33249227463186,22,4971,10,5,0.6831125,0.00248749999999998,0.00364142070303204,0.7326125,0.9875,0.0020116676725005,0.843198612092784,4665.71210563516,6394734,111
1.66666666666667e-05,600,1.7281328320802,39,-1.94766407481881,24,4961,8,4,0.5938375,0.00478124999999996,0.00805144505020306,0.6475625,0.985,0.00161257810925217,0.792769403650172,4636.60023120342,3022878,117
1.66666666666667e-05,600,0.36281954887218,25,-2.34968780349378,11,4975,3,5,0.86555,0.000650000000000039,0.000750967592860077,0.89345,0.9875,0.000603015075376884,0.942806656814239,4860.6251429673,324859,118
1.66666666666667e-05,600,1.10984962406015,31,-2.04596042127187,25,4969,8,4,0.5857625,0.00435624999999995,0.00743688781716131,0.635325,0.985,0.00160998188770376,0.788545743402953,4624.30845636197,5660425,116
1.66666666666667e-05,600,0.72655388471178,27,-2.16204191420645,20,4973,9,5,0.6887,0.00394375000000002,0.00572636852040079,0.7549,0.985,0.00180977277297406,0.824886012838894,4536.18956097183,8189646,123
1.66666666666667e-05,600,1.42471177944862,26,-1.67209425446612,21,4974,9,1,0.6208625,0.00463749999999996,0.00746944774406565,0.6797375,0.98,0.00180940892641737,0.812607651756355,4559.0637885589,9705498,126
1.66666666666667e-05,600,1.27553884711779,28,-1.84972879206271,20,4972,5,7,0.6381625,0.00613750000000002,0.00961745636887159,0.7176625,0.9875,0.00100563153660499,0.80648975133329,4488.11883955536,2802757,125
1.66666666666667e-05,600,0.768195488721805,26,-2.10526798087264,18,4974,11,1,0.70125,0.00402499999999995,0.00573975044563272,0.76805,0.985,0.00221149979895456,0.855717441004379,4558.32204440656,6583829,128
1.66666666666667e-05,600,1.70416040100251,37,-1.90525408717467,28,4963,11,4,0.3367625,0.0451625,0.134107865335362,0.5230625,0.9775,0.00221640137013903,0.614663256606991,4047.34095350515,3587995,127
1.66666666666667e-05,600,1.18812030075188,32,-2.030686187251,21,4968,11,2,0.6492625,0.00525624999999996,0.0080957239945322,0.7375375,0.98,0.00221417069243156,0.828487916905893,4686.99589618456,99655,121
1.66666666666667e-05,600,2.24984962406015,28,-1.24656418454953,27,4972,8,3,0.3123875,0.15038125,0.481393301588572,0.6203,0.9825,0.00160901045856798,0.621358467050943,3719.30001428052,6016298,119
1.66666666666667e-05,600,1.82461152882206,32,-1.67987996477868,24,4968,14,4,0.483725,0.0145,0.0299757093389839,0.5899,0.9775,0.00281803542673108,0.70240015738737,4425.71779788839,6453943,120
1.66666666666667e-05,600,0.74109022556391,38,-2.38859306464401,26,4962,16,6,0.6313375,0.00328125000000001,0.00519729938424379,0.6788875,0.9825,0.00322450624748085,0.811042737705769,4523.64842654619,1528099,129
1.66666666666667e-05,600,0.644360902255639,29,-2.26489651997582,19,4971,15,2,0.7008125,0.00358749999999997,0.00511905823597605,0.7676125,0.985,0.00301750150875075,0.855491404140995,4579.92776507666,1016004,124
1.66666666666667e-05,600,0.593809523809524,16,-1.81877179740503,16,4984,5,4,0.7136,0.00379375000000004,0.00531635369955163,0.7852125,0.9875,0.00100321027287319,0.84452868984129,4503.69227012787,3607666,122
1.66666666666667e-05,600,0.604235588972431,21,-2.04952891264727,13,4979,6,6,0.6460625,0.02590625,0.040098674663829,0.8980625,0.9775,0.00120506125728058,0.834821955538068,4770.02572627713,1080729,133
