"mf","s","pi.sel.98","SegSites.sel.98","TajD.sel.98","HapNum.sel.98","Fixed.sel.98","Singletons.sel.98","Doubletons.sel.98","H1.sel.98","H2.sel.98","H2.H1.sel.98","H12.sel.98","Freq.sel.98","Singletons.Fixed.sel.98","ehh.sel.98","ihh.sel.98","seed","ID"
1.66666666666667e-05,6000,0.253796992481203,25,-2.42407239143196,11,4975,12,6,0.936175,0.000118749999999945,0.00012684594226501,0.94585,0.985,0.00241206030150754,0.982317459087328,4933.03610777438,156681,1
1.66666666666667e-05,6000,0.398082706766917,18,-2.10242880951831,16,4982,6,3,0.8885875,0.000281250000000011,0.000316513567881622,0.9074375,0.9725,0.00120433560818948,0.969423316460393,4912.27130098322,5573090,14
1.66666666666667e-05,6000,0.129298245614035,12,-2.10040880869447,8,4988,6,2,0.9555875,8.12500000000327e-05,8.50262273209232e-05,0.9653625,0.9875,0.00120288692862871,0.989899119706997,4965.50724153441,7007266,12
1.66666666666667e-05,6000,0.632130325814536,31,-2.31667584477744,12,4969,4,10,0.93135,0.000125000000000042,0.000134213775701983,0.941,0.975,0.000804990943851882,0.989756772790192,4978.97929602531,9728002,15
1.66666666666667e-05,6000,0.437681704260652,23,-2.24398144171672,12,4977,7,6,0.9029,0.000399999999999956,0.000443016945398113,0.9314,0.9825,0.00140646976090014,0.967563743054474,4949.24783844836,5300442,11
1.66666666666667e-05,6000,0.350964912280702,26,-2.38055943383514,14,4974,13,1,0.907475,0.000218750000000045,0.000241053472547503,0.9217625,0.965,0.00261359067149176,0.987073548213445,4965.64553529372,7394492,13
1.66666666666667e-05,6000,0.193395989974937,12,-2.02111590646341,11,4988,2,2,0.926575,0.000168750000000051,0.000182122332245151,0.9410125,0.98,0.000400962309542903,0.982214624980427,4955.12603084712,245706,17
1.66666666666667e-05,6000,0.396015037593985,24,-2.30164763397816,12,4976,9,2,0.917025,0.000218750000000045,0.0002385431149642,0.9313875,0.98,0.00180868167202572,0.97726264418811,4931.87559371575,1539913,16
1.66666666666667e-05,6000,0.597894736842105,25,-2.18929924198431,14,4975,6,4,0.88395,0.000349999999999961,0.000395949997171742,0.90275,0.965,0.00120603015075377,0.974288405894624,4965.5022340354,8067534,3
1.66666666666667e-05,6000,0.356516290726817,22,-2.27540459706542,11,4978,7,1,0.936175,0.000118749999999945,0.00012684594226501,0.94585,0.98,0.00140618722378465,0.987316665796753,4975.09546427267,8151431,18
