"alpha","spec","ID","avg.pi"
"1500","98","1","0.000130667737557537"
"1500","98","2","0.000297259953243782"
"1500","98","3","6.13706701239997e-05"
"1500","98","4","0.000117121168594621"
"1500","98","5","7.84517805816802e-05"
"1500","98","6","0.000280732838296983"
"1500","98","7","0.000120029018334995"
"1500","98","8","0.000112022404480896"
"1500","98","9","0.000357552713550229"
"1500","98","10","0.000222262497612304"
"1500","98","11","0.000249997367894632"
"1500","98","13","0.000275696743358697"
"1500","98","14","0.000138596641634091"
"1500","98","15","7.53734706841118e-05"
"1500","98","16","0.000100827182980456"
"1500","98","17","9.19005856309106e-05"
"1500","98","18","9.84382340127173e-05"
"1500","98","19","0.000105371951583299"
"1500","98","20","0.000345023891996444"
"1500","98","21","0.000432454912035039"
"1500","98","22","8.62804139775323e-05"
"1500","98","23","0.000216898016194718"
"1500","98","24","9.90298310288624e-05"
"1500","98","25","4.67085898382684e-05"
"1500","98","26","0.000175293204004209"
"1500","98","27","0.000136636349826356"
"1500","98","28","3.08257140149834e-05"
"1500","98","29","0.000114408846681617"
"1500","98","30","9.60768594821721e-05"
"1500","98","31","0.000113982696288631"
"1500","98","32","0.000100651709289226"
"1500","98","33","5.66203466257161e-05"
"1500","98","34","8.06627490911716e-05"
"1500","98","35","8.26806965403106e-05"
"1500","98","36","0.000118597654367966"
"1500","98","37","0.000102945401110297"
"1500","98","38","0.000142597441794123"
"1500","98","39","0.000117213918974271"
"1500","98","40","0.000102090593557308"
"1500","98","41","5.68885706965955e-05"
"1500","98","42","8.32196514490868e-05"
"1500","98","43","7.34583006826929e-05"
"1500","98","44","0.000110809129244395"
"1500","98","45","9.95211573643049e-05"
"1500","98","46","5.2694749476211e-05"
"1500","98","47","6.88759305745861e-05"
"1500","98","48","0.000294028730558142"
"1500","98","49","0.000103491876320126"
"1500","98","50","4.86037057035467e-05"
"1500","98","51","7.83088948616791e-05"
"1500","98","52","0.000333826163728986"
"1500","98","53","0.000164769796064476"
"1500","98","54","5.07896065428625e-05"
"1500","98","55","7.80632316939578e-05"
"1500","98","56","0.000111037245042994"
"1500","98","58","0.00012862722920524"
"1500","98","59","0.000197475585342632"
"1500","98","60","4.23969505680585e-05"
"1500","98","61","0.00021964292607895"
"1500","98","62","7.00516043058236e-05"
"1500","98","63","0.000228218576046036"
"1500","98","64","0.000198608644034571"
"1500","98","65","8.2149261932587e-05"
"1500","98","66","5.94956083948619e-05"
"1500","98","67","5.24064712691912e-05"
"1500","98","68","0.000197916776337724"
"1500","98","69","8.58893583227924e-05"
"1500","98","70","0.000109783861534212"
"1500","98","71","0.000146826357752754"
"1500","98","72","2.69452386717945e-05"
"1500","98","73","0.0001855107863678"
"1500","98","74","8.59119192259505e-05"
"1500","98","75","8.88924652098339e-05"
"1500","98","76","0.000214885082279614"
"1500","98","77","6.15962791555805e-05"
"1500","98","78","7.5757006037799e-05"
"1500","98","79","0.000148195052544343"
"1500","98","80","0.000115268667768641"
"1500","98","81","6.22355047450593e-05"
"1500","98","82","6.60783785829848e-05"
"1500","98","83","0.0001734507302463"
"1500","98","84","6.56221469857881e-05"
"1500","98","85","0.000221976726172302"
"1500","98","86","0.000168046140556432"
"1500","98","87","5.67005631702782e-05"
"1500","98","88","0.000178399088338971"
"1500","98","89","0.000261528496175426"
"1500","98","90","0.000113616708304067"
"1500","98","91","0.000321954115133804"
"1500","98","92","0.00010100767020572"
"1500","98","93","8.53002680736649e-05"
"1500","98","94","4.64528996024769e-05"
"1500","98","95","0.000113679377479506"
"1500","98","96","0.0001925898964254"
"1500","98","97","0.00012923386682349"
"1500","98","98","0.000179003219190204"
"1500","98","99","5.9771352766794e-05"
"1500","98","100","4.22916663533208e-05"
"1500","98","101","2.5924984495646e-05"
"1500","98","102","0.000145134290015898"
"1500","98","103","5.35144622909544e-05"
"1500","98","104","7.87074708174718e-05"
"1500","98","105","0.000154324097902287"
"1500","98","106","0.000106908599765066"
"1500","98","107","9.64077527284906e-05"
"1500","98","108","0.000216567122948399"
"1500","98","109","0.00016561959008343"
"1500","98","110","7.79780016153607e-05"
"1500","98","111","0.000226147986489528"
"1500","98","112","9.91576761467582e-05"
"1500","98","113","0.000175265629567016"
"1500","98","114","0.000147731300646094"
"1500","98","115","7.65541579493844e-05"
"1500","98","116","0.000150137796982955"
"1500","98","117","7.50977263121797e-05"
"1500","98","118","0.000348405520703138"
